commande	1_graph	8_frantfreqparm
1432	dîner	49.58
1433	glace	49.58
1434	oiseaux	49.52
1435	zone	49.48
1436	offre	49.42
1437	bonnes	49.35
1438	salon	49.35
1439	spectacle	49.32
1440	territoire	49.32
1441	reprit	49.29
1442	tâche	49.29
1443	apprendre	49.26
1444	passion	49.23
1445	ouvriers	49.13
1446	simples	49.1
1447	empêcher	49.03
1448	garçons	49.03
1449	poussière	49
1450	rendu	48.97
1451	chefs	48.9
1452	frères	48.9
1453	toile	48.9
1454	établir	48.87
1455	bons	48.84
1456	côtés	48.84
1457	ouest	48.84
1458	allais	48.74
1459	faudra	48.74
1460	individu	48.74
1461	travailler	48.74
1462	cris	48.71
1463	demeure	48.61
1464	supérieure	48.61
1465	relation	48.58
1466	entends	48.55
1467	fenêtres	48.52
1468	lieux	48.52
1469	ancienne	48.48
1470	pur	48.48
1471	reçu	48.48
1472	centres	48.45
1473	chaise	48.45
1474	échelle	48.45
1475	étrangers	48.45
1476	apparition	48.42
1477	fonctionnement	48.42
1478	intérêts	48.42
1479	activités	48.39
1480	fera	48.39
1481	partis	48.32
1482	pure	48.32
1483	belles	48.23
1484	neige	48.23
1485	garder	48.16
1486	génie	48.16
1487	note	48.16
1488	sérieux	48.16
1489	preuve	48.06
1490	consommation	48.03
1491	chargé	48
1492	ouvrage	48
1493	attendant	47.97
1494	honte	47.97
1495	tend	47.97
1496	trou	47.97
1497	claude	47.9
1498	donnent	47.9
1499	longueur	47.9
1500	souci	47.9
1501	marcher	47.87
1502	électrique	47.87
1503	cinéma	47.81
1504	représente	47.77
1505	volume	47.77
1506	montré	47.74
1507	maximum	47.68
1508	bataille	47.65
1509	gare	47.65
1510	possibilité	47.65
1511	imaginer	47.58
1512	profit	47.58
1513	religion	47.55
1514	quantité	47.52
1515	kilomètres	47.45
1516	plat	47.42
1517	siège	47.42
1518	tendance	47.39
1519	salut	47.35
1520	espèces	47.32
1521	ferait	47.13
1522	malheur	47.13
1523	considérer	47.1
1524	douce	47.1
1525	civilisation	47.06
1526	conversation	47.03
1527	hypothèse	47
1528	longs	46.97
1529	unités	46.97
1530	essentiellement	46.9
1531	laissait	46.9
1532	légèrement	46.9
1533	rythme	46.9
1534	catégories	46.87
1535	disparu	46.87
1536	doigt	46.87
1537	fatigue	46.84
1538	repas	46.84
1539	considérable	46.81
1540	taux	46.81
1541	tendre	46.81
1542	christ	46.74
1543	soldats	46.74
1544	faim	46.71
1545	mi	46.71
1546	solitude	46.65
1547	disposition	46.61
1548	tenant	46.61
1549	utilisation	46.61
1550	cri	46.58
1551	dépenses	46.52
1552	lever	46.48
1553	horizon	46.45
1554	systèmes	46.45
1555	consiste	46.42
1556	finit	46.39
1557	u	46.39
1558	tourner	46.35
1559	complexe	46.23
1560	coupe	46.23
1561	château	46.16
1562	gagner	46.16
1563	militaires	46.13
1564	regardant	46.13
1565	arrêta	46.03
1566	crise	46
1567	sujets	45.77
1568	voyais	45.77
1569	chaîne	45.71
1570	riche	45.68
1571	décor	45.65
1572	lecture	45.58
1573	hein	45.55
1574	chasse	45.48
1575	prêt	45.45
1576	observation	45.42
1577	recevoir	45.39
1578	caisse	45.29
1579	facteurs	45.29
1580	cessé	45.26
1581	fallu	45.26
1582	revoir	45.26
1583	passa	45.23
1584	angle	45.16
1585	lourd	45.13
1586	étage	45.13
1587	néanmoins	45.03
1588	sensible	45
1589	dure	44.9
1590	lait	44.9
1591	troupes	44.87
1592	relativement	44.81
1593	sert	44.81
1594	sec	44.77
1595	tas	44.77
1596	traité	44.77
1597	opinion	44.74
1598	allemand	44.65
1599	conduite	44.65
1600	voitures	44.65
1601	aider	44.61
1602	psychologie	44.61
1603	courage	44.58
1604	profonde	44.58
1605	devenait	44.55
1606	douze	44.55
1607	terrible	44.55
1608	centrale	44.42
1609	ouvrit	44.42
1610	montagne	44.32
1611	suivi	44.26
1612	faveur	44.23
1613	mission	44.19
1614	tranquille	44.16
1615	définition	44.13
1616	nulle	44.13
1617	vêtements	44.13
1618	appartement	44.1
1619	juin	44.1
1620	pauvres	44.1
1621	adresse	44
1622	capital	44
1623	dispositions	44
1624	répond	44
1625	sûrement	44
1626	fauteuil	43.94
1627	réaction	43.94
1628	créer	43.9
1629	croyait	43.87
1630	devenue	43.84
1631	largement	43.81
1632	sociaux	43.81
1633	découvrir	43.68
1634	ben	43.65
1635	compter	43.65
1636	discours	43.61
1637	documents	43.58
1638	plans	43.58
1639	cercle	43.55
1640	russe	43.55
1641	bande	43.52
1642	camp	43.48
1643	nations	43.48
1644	ajouta	43.45
1645	mettait	43.45
1646	officiers	43.45
1647	tuer	43.42
1648	printemps	43.39
1649	fixe	43.32
1650	ordinaire	43.32
1651	pire	43.32
1652	comporte	43.29
1653	conséquences	43.29
1654	marque	43.29
1655	profond	43.26
1656	élevé	43.23
1657	intention	43.19
1658	normal	43.16
1659	entendait	43.13
1660	cuir	43.1
1661	calcul	43.06
1662	françaises	43.06
1663	dimensions	42.97
1664	intelligence	42.97
1665	précis	42.97
1666	atmosphère	42.94
1667	courir	42.9
1668	américains	42.87
1669	rendez	42.87
1670	cadres	42.84
1671	proprement	42.84
1672	rentrer	42.84
1673	demandait	42.81
1674	réaliser	42.81
1675	amitié	42.74
1676	exploitation	42.71
1677	approche	42.68
1678	combat	42.68
1679	course	42.65
1680	précise	42.65
1681	toucher	42.65
1682	lampe	42.61
1683	né	42.61
1684	sentais	42.61
1685	soin	42.61
1686	lourde	42.58
1687	permettent	42.58
1688	sortit	42.58
1689	doux	42.55
1690	écriture	42.55
1691	chapeau	42.48
1692	venaient	42.45
1693	réussi	42.39
1694	facilement	42.35
1695	détails	42.32
1696	nu	42.26
1697	aient	42.23
1698	plage	42.23
1699	exécution	42.16
1700	bêtes	42.13
1701	transport	42.1
1702	philosophie	42.06
1703	possède	42.06
1704	liaison	42.03
1705	poésie	42.03
1706	serais	42.03
1707	souviens	42.03
1708	jadis	42
1709	pascal	41.97
1710	bateau	41.94
1711	commençait	41.94
1712	quelles	41.94
1713	couloir	41.9
1714	gloire	41.87
1715	visages	41.87
1716	changement	41.84
1717	désert	41.84
1718	libération	41.84
1719	trouvent	41.81
1720	vagues	41.77
1721	matières	41.71
1722	choisi	41.58
1723	creux	41.58
1724	finir	41.58
1725	vécu	41.58
1726	rayons	41.48
1727	constituent	41.45
1728	utiliser	41.39
1729	parut	41.35
1730	structures	41.29
1731	détail	41.26
1732	possibilités	41.26
1733	rappelle	41.26
1734	ministère	41.23
1735	processus	41.23
1736	descendre	41.19
1737	minute	41.13
1738	juge	41.06
1739	marine	41.06
1740	fasse	41
1741	monnaie	41
1742	répartition	41
1743	angoisse	40.97
1744	poète	40.97
1745	complète	40.9
1746	ajouter	40.87
1747	particulière	40.87
1748	joues	40.81
1749	convient	40.71
1750	danger	40.71
1751	violence	40.71
1752	explication	40.68
1753	histoires	40.58
1754	textes	40.55
1755	cigarette	40.52
1756	revanche	40.52
1757	voies	40.52
1758	aventure	40.48
1759	pouvons	40.48
1760	artiste	40.45
1761	vieilles	40.39
1762	précision	40.35
1763	ô	40.32
1764	nuits	40.26
1765	sale	40.26
1766	essayer	40.23
1767	présenter	40.23
1768	réduit	40.19
1769	équipement	40.19
1770	tradition	40.16
1771	appelé	40.1
1772	juillet	40.1
1773	mai	40.1
1774	resté	40.06
1775	personnages	40
1776	têtes	40
1777	multiples	39.97
1778	paysage	39.94
1779	tapis	39.94
1780	projets	39.9
1781	prises	39.87
1782	importants	39.84
1783	inutile	39.84
1784	numéro	39.84
1785	prends	39.84
1786	secteur	39.84
1787	américain	39.77
1788	sentiments	39.77
1789	soviétique	39.77
1790	curieux	39.74
1791	institutions	39.74
1792	personnage	39.74
1793	douceur	39.65
1794	quart	39.65
1795	allure	39.58
1796	difficulté	39.58
1797	coucher	39.52
1798	contenu	39.48
1799	donnant	39.45
1800	fabrication	39.45
1801	fous	39.45
1802	métal	39.45
1803	pensa	39.45
1804	agents	39.42
1805	occuper	39.42
1806	indispensable	39.39
1807	rare	39.39
1808	attente	39.35
1809	communauté	39.35
1810	extrêmement	39.35
1811	étendue	39.32
1812	procédé	39.29
1813	communication	39.26
1814	généraux	39.16
1815	nuages	39.13
1816	éclat	39.13
1817	libres	39.1
1818	assise	39.06
1819	couche	39.06
1820	erreur	39.06
1821	suit	39.06
1822	essence	39
1823	laissant	38.94
1824	soumis	38.94
1825	tort	38.94
1826	vertu	38.94
1827	correspondant	38.9
1828	actions	38.87
1829	actes	38.84
1830	asseoir	38.84
1831	bruits	38.84
1832	modernes	38.84
1833	apparence	38.81
1834	jeter	38.77
1835	payer	38.77
1836	disais	38.74
1837	prison	38.74
1838	chemise	38.71
1839	arrêt	38.65
1840	trait	38.58
1841	cité	38.52
1842	mince	38.52
1843	soixante	38.52
1844	discipline	38.45
1845	individus	38.45
1846	définir	38.42
1847	aspects	38.35
1848	chiffres	38.35
1849	bouteille	38.29
1850	lu	38.29
1851	naturelle	38.29
1852	auteurs	38.26
1853	probablement	38.26
1854	déjeuner	38.19
1855	respect	38.19
1856	peuples	38.16
1857	heureuse	38.13
1858	humanité	38.13
1859	restent	38.1
1860	grandeur	38.06
1861	sorti	38.06
1862	central	38
1863	concurrence	38
1864	importantes	38
1865	vif	38
1866	majorité	37.94
1867	suppose	37.94
1868	vive	37.94
1869	reine	37.9
1870	agir	37.87
1871	film	37.87
1872	connaissances	37.84
1873	organismes	37.84
1874	profondément	37.84
1875	rang	37.84
1876	août	37.77
1877	choisir	37.77
1878	regards	37.77
1879	interprétation	37.74
1880	rigueur	37.74
1881	terres	37.74
1882	familles	37.65
1883	quels	37.65
1884	longuement	37.61
1885	tournant	37.61
1886	noires	37.58
1887	ondes	37.58
1888	mondiale	37.55
1889	prenant	37.52
1890	trouva	37.52
1891	pâle	37.48
1892	signification	37.48
1893	porté	37.45
1894	surpris	37.45
1895	os	37.42
1896	représentant	37.42
1897	exercice	37.39
1898	roses	37.39
1899	suivante	37.35
1900	meubles	37.32
1901	instants	37.29
1902	tiré	37.29
1903	chemins	37.26
1904	liste	37.26
1905	plateau	37.26
1906	blanches	37.23
1907	nettement	37.23
1908	pattes	37.23
1909	routes	37.19
1910	utile	37.19
1911	con	37.16
1912	distinguer	37.16
1913	hôpital	37.16
1914	papiers	37.16
1915	pratiquement	37.16
1916	dépend	37.13
1917	pousse	37.13
1918	échange	37.13
1919	épreuves	37.13
1920	fumée	37.1
1921	imagine	37.1
1922	miroir	37.1
1923	dépit	37.03
1924	froide	37.03
1925	secondes	37.03
1926	trottoir	37.03
1927	virginie	37.03
1928	division	37
1929	comportement	36.97
1930	préparer	36.97
1931	seules	36.94
1932	put	36.9
1933	cul	36.87
1934	héros	36.87
1935	laissa	36.87
1936	seuil	36.87
1937	agricole	36.81
1938	instrument	36.81
1939	représentation	36.81
1940	unes	36.81
1941	aube	36.74
1942	repris	36.74
1943	navires	36.71
1944	change	36.68
1945	chute	36.68
1946	correspond	36.68
1947	jambe	36.68
1948	oiseau	36.68
1949	actuelle	36.61
1950	extraordinaire	36.61
1951	lunettes	36.61
1952	pensées	36.61
1953	professeurs	36.61
1954	sortes	36.48
1955	intervention	36.45
1956	chat	36.39
1957	morceau	36.35
1958	volontiers	36.35
1959	esprits	36.32
1960	nationales	36.32
1961	repos	36.32
1962	représentants	36.32
1963	apparaître	36.29
1964	manteau	36.29
1965	semblent	36.29
1966	curiosité	36.26
1967	possibles	36.23
1968	voyons	36.19
1969	organes	36.16
1970	venus	36.16
1971	alla	36.13
1972	capacité	36.13
1973	grosses	36.1
1974	folie	36.06
1975	horreur	36.06
1976	opposition	36.06
1977	prennent	36.06
1978	professionnelle	36.06
1979	carrière	36.03
1980	commandant	36.03
1981	attends	36
1982	fortune	35.97
1983	agriculture	35.94
1984	britannique	35.94
1985	remettre	35.94
1986	section	35.94
1987	meilleure	35.87
1988	seigneur	35.87
1989	établi	35.84
1990	conséquence	35.81
1991	pourrais	35.77
1992	préparation	35.77
1993	épreuve	35.77
1994	organisme	35.74
1995	envers	35.71
1996	populaire	35.71
1997	raconter	35.71
1998	auxquels	35.68
1999	cellule	35.68
2000	enquête	35.65
2001	pensais	35.61
2002	camarades	35.58
2003	abri	35.52
2004	attaque	35.52
2005	privé	35.52
2006	informations	35.48
2007	revint	35.48
2008	retard	35.45
2009	catégorie	35.42
2010	réseau	35.42
2011	crainte	35.39
2012	échapper	35.32
2013	exemples	35.29
2014	liquide	35.29
2015	plaît	35.29
2016	transformation	35.29
2017	acheter	35.26
2018	mars	35.26
2019	rêves	35.26
2020	feuille	35.23
2021	mystère	35.23
2022	vapeur	35.23
2023	ajoute	35.16
2024	alliés	35.16
2025	milliers	35.16
2026	rejoindre	35.13
2027	battre	35.1
2028	normale	35.1
2029	tendresse	35.1
2030	hautes	35.06
2031	folle	35.03
2032	occupe	35.03
2033	procédés	35
2034	quitté	35
2035	riches	35
2036	biens	34.87
2037	plantes	34.84
2038	communes	34.81
2039	humains	34.81
2040	touche	34.81
2041	acide	34.77
2042	décisions	34.77
2043	écouter	34.77
2044	pourraient	34.74
2045	avion	34.71
2046	chambres	34.71
2047	croyez	34.71
2048	offrir	34.71
2049	perspective	34.71
2050	pitié	34.71
2051	uniforme	34.68
2052	répondu	34.65
2053	onde	34.61
2054	complet	34.58
2055	maîtresse	34.55
2056	sûre	34.55
2057	chiens	34.52
2058	glisser	34.48
2059	augmentation	34.45
2060	rivière	34.45
2061	sentit	34.45
2062	solide	34.45
2063	couvert	34.39
2064	inconnu	34.39
2065	paquet	34.39
2066	réflexion	34.35
2067	conduire	34.32
2068	paraître	34.32
2069	veulent	34.32
2070	voisins	34.32
2071	émotion	34.32
2072	pratiques	34.29
2073	avantage	34.23
2074	malheureux	34.23
2075	assure	34.19
2076	disent	34.19
2077	légère	34.19
2078	exprimer	34.13
2079	prête	34.13
2080	inverse	34.1
2081	pleurer	34.1
2082	conseils	34.06
2083	heureusement	34.06
2084	découvert	34
2085	rarement	34
2086	retourne	34
2087	égal	34
2088	écrivain	33.97
2089	dessin	33.94
2090	verres	33.94
2091	charme	33.9
2092	secrétaire	33.9
2093	tiers	33.9
2094	absolue	33.87
2095	arts	33.84
2096	viande	33.84
2097	crâne	33.81
2098	musée	33.81
2099	mélange	33.81
2100	étudier	33.81
2101	intermédiaire	33.77
2102	internationale	33.77
2103	faculté	33.74
2104	raconte	33.74
2105	tenue	33.74
2106	concernant	33.71
2107	aveugle	33.65
2108	diable	33.58
2109	habitants	33.58
2110	ouvrages	33.58
2111	amie	33.55
2112	bleue	33.55
2113	saisir	33.55
2114	retrouvé	33.52
2115	réactions	33.52
2116	défaut	33.48
2117	fonctionnaires	33.48
2118	retourner	33.48
2119	trace	33.48
2120	usine	33.48
2121	responsabilité	33.42
2122	quai	33.39
2123	couple	33.35
2124	donna	33.35
2125	bibliothèque	33.32
2126	mérite	33.26
2127	posa	33.26
2128	terrasse	33.26
2129	septembre	33.23
2130	vol	33.23
2131	célèbre	33.19
2132	définitive	33.19
2133	allée	33.13
2134	joué	33.13
2135	phrases	33.13
2136	accepter	33.1
2137	différent	33.1
2138	différente	33.1
2139	mine	33.1
2140	savent	33.1
2141	dite	33.06
2142	défendre	33.06
2143	fixé	33.06
2144	domaines	33.03
2145	maintenir	33.03
2146	toit	33.03
2147	réalisation	33
2148	variations	33
2149	discussion	32.97
2150	fleur	32.97
2151	prévu	32.94
2152	quelconque	32.94
2153	religieuse	32.94
2154	rendait	32.94
2155	causes	32.9
2156	continuait	32.9
2157	montait	32.9
2158	observations	32.9
2159	principal	32.9
2160	nombres	32.87
2161	parfait	32.87
2162	entraîne	32.84
2163	purement	32.84
2164	créé	32.81
2165	intensité	32.81
2166	pouvez	32.81
2167	uniquement	32.81
2168	dieux	32.74
2169	huile	32.74
2170	auparavant	32.68
2171	empêche	32.68
2172	totalement	32.68
2173	sacré	32.65
2174	lieutenant	32.61
2175	sois	32.61
2176	jette	32.55
2177	notes	32.55
2178	minimum	32.52
2179	rappeler	32.52
2180	retraite	32.52
2181	adultes	32.48
2182	jugement	32.48
2183	remarque	32.48
2184	accès	32.45
2185	marches	32.45
2186	pouvant	32.45
2187	proposition	32.45
2188	usines	32.45
2189	rond	32.42
2190	étoile	32.42
2191	courants	32.39
2192	ministres	32.39
2193	satisfaction	32.39
2194	révolte	32.35
2195	allé	32.32
2196	directe	32.32
2197	faisais	32.29
2198	continuer	32.26
2199	drame	32.26
2200	humeur	32.26
2201	impose	32.26
2202	saison	32.26
2203	malades	32.23
2204	interdit	32.19
2205	suffisamment	32.19
2206	aimais	32.13
2207	commencer	32.13
2208	disparaître	32.13
2209	exige	32.13
2210	facteur	32.13
2211	ouverture	32.13
2212	peintre	32.13
2213	van	32.13
2214	branche	32.06
2215	permettant	32.06
2216	profondeur	32.06
2217	vain	32.03
2218	paysans	32
2219	qualités	32
2220	troubles	31.97
2221	ange	31.9
2222	humaines	31.9
2223	bourgeois	31.87
2224	choc	31.87
2225	vivants	31.87
2226	voisin	31.87
2227	langues	31.84
2228	protection	31.84
2229	arme	31.81
2230	balle	31.81
2231	caractéristiques	31.81
2232	masses	31.81
2233	queue	31.81
2234	entendit	31.77
2235	événement	31.77
2236	candidats	31.74
2237	menton	31.74
2238	silhouette	31.74
2239	vieil	31.74
2240	semblable	31.71
2241	semblaient	31.71
2242	commença	31.68
2243	intéressant	31.68
2244	comptes	31.65
2245	instruments	31.65
2246	obtenu	31.65
2247	acier	31.61
2248	intéresse	31.61
2249	placé	31.61
2250	vides	31.61
2251	haine	31.58
2252	association	31.55
2253	passent	31.55
2254	essayé	31.52
2255	produire	31.48
2256	recours	31.48
2257	religieux	31.48
2258	synthèse	31.48
2259	aise	31.45
2260	laurent	31.45
2261	obscurité	31.45
2262	rayon	31.45
2263	vierge	31.45
2264	industries	31.42
2265	fermé	31.39
2266	atomique	31.35
2267	particuliers	31.35
2268	postes	31.35
2269	publiques	31.35
2270	secours	31.35
2271	officier	31.29
2272	principaux	31.29
2273	croyais	31.26
2274	pareille	31.26
2275	accroissement	31.23
2276	octobre	31.23
2277	sueur	31.23
2278	grise	31.19
2279	particules	31.19
2280	code	31.16
2281	instruction	31.16
2282	reconnu	31.16
2283	égale	31.16
2284	jeté	31.13
2285	observer	31.13
2286	responsable	31.13
2287	écart	31.13
2288	appartient	31.1
2289	banque	31.1
2290	nerveux	31.1
2291	sexe	31.1
2292	venise	31.1
2293	anciennes	31.06
2294	bar	31.06
2295	budget	31.06
2296	certitude	31.06
2297	prie	31.06
2298	boue	31.03
2299	dames	31.03
2300	tableaux	31.03
2301	tué	31.03
2302	apporter	31
2303	cellules	31
2304	iii	31
2305	nue	30.97
2306	apporte	30.94
2307	content	30.9
2308	transports	30.9
2309	vision	30.9
2310	adulte	30.87
2311	connue	30.87
2312	sommet	30.87
2313	conséquent	30.74
2314	bonjour	30.71
2315	rencontré	30.71
2316	stade	30.71
2317	tourisme	30.71
2318	vivait	30.71
2319	former	30.68
2320	tables	30.68
2321	zones	30.68
2322	pêche	30.65
2323	chiffre	30.61
2324	duquel	30.61
2325	marguerite	30.61
2326	réelle	30.61
2327	réellement	30.61
2328	équipe	30.61
2329	complexes	30.58
2330	fièvre	30.58
2331	resta	30.58
2332	gars	30.55
2333	amoureux	30.52
2334	revenait	30.52
2335	soirée	30.52
2336	capitale	30.48
2337	admettre	30.45
2338	jeta	30.45
2339	traces	30.45
2340	boulevard	30.42
2341	crédit	30.42
2342	générales	30.42
2343	semblables	30.42
2344	agent	30.39
2345	substance	30.39
2346	circulation	30.35
2347	rayonnement	30.35
2348	absolu	30.32
2349	lointain	30.32
2350	résulte	30.32
2351	courte	30.29
2352	efficacité	30.29
2353	fine	30.29
2354	japon	30.29
2355	auxquelles	30.26
2356	montant	30.26
2357	articles	30.23
2358	invisible	30.23
2359	retenir	30.23
2360	rideau	30.23
2361	récit	30.23
2362	spécialement	30.23
2363	chant	30.19
2364	distribution	30.19
2365	chaude	30.16
2366	historien	30.16
2367	présentent	30.16
2368	quatrième	30.13
2369	fournir	30.1
2370	vivante	30.1
2371	voyant	30.1
2372	mécanisme	30.06
2373	scolaire	30.06
2374	poisson	30.03
2375	voudrait	30.03
2376	courbe	30
2377	servi	30
2378	paupières	29.97
2379	soie	29.97
2380	nus	29.94
2381	costume	29.9
2382	déterminer	29.9
2383	tombé	29.9
2384	col	29.87
2385	initiative	29.87
2386	nécessairement	29.87
2387	manche	29.84
2388	pousser	29.84
2389	tours	29.84
2390	élan	29.81
2391	adam	29.77
2392	dut	29.77
2393	indépendance	29.77
2394	orientation	29.77
2395	rencontrer	29.77
2396	arc	29.74
2397	flotte	29.74
2398	barbe	29.71
2399	fleuve	29.71
2400	intérieure	29.71
2401	obligé	29.71
2402	commandement	29.68
2403	curé	29.68
2404	manifeste	29.68
2405	retourna	29.65
2406	efficace	29.61
2407	extension	29.61
2408	fixer	29.61
2409	admis	29.58
2410	cherchait	29.58
2411	commande	29.58
2412	constante	29.58
2413	différences	29.58
2414	plafond	29.58
2415	tissu	29.58
2416	construire	29.55
2417	larges	29.55
2418	misère	29.55
2419	physiques	29.55
2420	relève	29.55
2421	règne	29.55
2422	université	29.55
2423	caoutchouc	29.52
2424	armées	29.48
2425	exception	29.48
2426	ressemble	29.48
2427	royaume	29.48
2428	étroite	29.48
2429	voire	29.45
2430	parfum	29.35
2431	totalité	29.35
2432	avril	29.32
2433	constater	29.32
2434	in	29.32
2435	senti	29.29
2436	net	29.26
2437	pantalon	29.26
2438	photo	29.26
2439	américaine	29.23
2440	fortement	29.23
2441	sources	29.23
2442	atlantique	29.19
2443	commissions	29.19
2444	poussé	29.19
2445	jolie	29.16
2446	russes	29.16
2447	songe	29.16
2448	perte	29.13
2449	tenté	29.13
2450	alcool	29.1
2451	atelier	29.1
2452	opéra	29.1
2453	sel	29.1
2454	serai	29.1
2455	crime	29.06
2456	manquait	29.06
2457	parlant	29.06
2458	maréchal	29.03
2459	remarquer	29.03
2460	tourna	29.03
2461	étrangère	29.03
2462	allant	29
2463	investissements	29
2464	sauvage	29
2465	voisine	29
2466	infini	28.97
2467	relative	28.97
2468	auront	28.9
2469	international	28.9
2470	modèles	28.9
2471	revue	28.9
2472	considéré	28.87
2473	personnalité	28.87
2474	entretien	28.84
2475	privée	28.84
2476	souriant	28.84
2477	accent	28.81
2478	nucléaire	28.81
2479	primaire	28.81
2480	regardé	28.81
2481	roues	28.81
2482	apparaissent	28.77
2483	levé	28.77
2484	quasi	28.77
2485	distinction	28.74
2486	menace	28.74
2487	couché	28.71
2488	distingue	28.65
2489	classification	28.61
2490	dossier	28.61
2491	plaine	28.61
2492	virus	28.61
2493	acquis	28.58
2494	cacher	28.58
2495	hélas	28.58
2496	électricité	28.58
2497	maladies	28.55
2498	fidèle	28.52
2499	sienne	28.52
2500	comparaison	28.48
2501	cycle	28.48
2502	appui	28.42
2503	bel	28.39
2504	charbon	28.39
2505	développer	28.39
2506	existait	28.39
2507	hâte	28.39
2508	préciser	28.39
2509	prévoir	28.39
2510	race	28.39
2511	ridicule	28.35
2512	carré	28.32
2513	clos	28.32
2514	immeuble	28.32
2515	lecteur	28.32
2516	réduire	28.32
2517	idéal	28.29
2518	joli	28.29
2519	luxe	28.29
2520	médecine	28.29
2521	centaines	28.26
2522	désespoir	28.26
2523	appareils	28.23
2524	cerveau	28.23
2525	empereur	28.23
2526	milieux	28.23
2527	ouverts	28.23
2528	dispose	28.19
2529	laboratoire	28.19
2530	morceaux	28.19
2531	commissaire	28.16
2532	pleins	28.16
2533	aisément	28.13
2534	inquiétude	28.13
2535	titres	28.13
2536	évident	28.13
2537	firent	28.1
2538	statut	28.1
2539	vaguement	28.1
2540	aurai	28.06
2541	plume	28.06
2542	avantages	28.03
2543	fins	28.03
2544	sensation	28.03
2545	constituer	28
2546	incapable	28
2547	employé	27.97
2548	mathématiques	27.97
2549	milliards	27.97
2550	assurance	27.94
2551	devais	27.9
2552	expansion	27.9
2553	notions	27.9
2554	province	27.9
2555	balles	27.87
2556	fréquence	27.87
2557	gêne	27.87
2558	messieurs	27.87
2559	murmura	27.87
2560	progressivement	27.87
2561	agricoles	27.84
2562	ombres	27.84
2563	remarquable	27.84
2564	secrets	27.84
2565	seins	27.84
2566	ailes	27.81
2567	exigences	27.81
2568	lueur	27.81
2569	posée	27.81
2570	charges	27.77
2571	conclusion	27.77
2572	lycée	27.77
2573	clairement	27.74
2574	espère	27.74
2575	ressemblait	27.74
2576	résoudre	27.74
2577	définitivement	27.71
2578	jouait	27.71
2579	régulièrement	27.71
2580	travaille	27.71
2581	travailleurs	27.71
2582	chargés	27.68
2583	ciment	27.68
2584	excès	27.68
2585	règlement	27.68
2586	veste	27.68
2587	remis	27.65
2588	automne	27.61
2589	exprime	27.61
2590	hauts	27.61
2591	pardon	27.61
2592	prétexte	27.61
2593	récemment	27.61
2594	copains	27.58
2595	crier	27.58
2596	préfère	27.58
2597	phase	27.55
2598	échanges	27.55
2599	département	27.52
2600	magasin	27.52
2601	navire	27.52
2602	pensez	27.52
2603	description	27.48
2604	désordre	27.48
2605	précieux	27.48
2606	soeurs	27.48
2607	climat	27.45
2608	quoique	27.45
2609	semblant	27.45
2610	tristesse	27.45
2611	canal	27.42
2612	frappé	27.42
2613	promis	27.42
2614	ronde	27.42
2615	voyages	27.42
2616	amant	27.39
2617	boîtes	27.39
2618	collective	27.39
2619	devint	27.39
2620	observe	27.39
2621	vigueur	27.39
2622	grille	27.35
2623	utilisé	27.35
2624	malheureusement	27.32
2625	ouvrier	27.32
2626	annonce	27.29
2627	forêts	27.29
2628	autorités	27.26
2629	changements	27.26
2630	puissant	27.26
2631	verte	27.26
2632	césar	27.19
2633	membre	27.19
2634	office	27.19
2635	essaie	27.16
2636	message	27.16
2637	parc	27.16
2638	proportion	27.16
2639	réforme	27.16
2640	renseignements	27.13
2641	risques	27.13
2642	sortait	27.13
2643	académie	27.1
2644	classiques	27.1
2645	géographie	27.1
2646	marbre	27.1
2647	montagnes	27.1
2648	poissons	27.1
2649	séjour	27.1
2650	actuel	27.06
2651	auto	27.06
2652	portrait	27.06
2653	poussée	27.06
2654	sèche	27.06
2655	industrielle	27.03
2656	suffisait	27.03
2657	perdue	27
2658	revenus	27
2659	soins	27
2660	paru	26.97
2661	cave	26.94
2662	chaussée	26.94
2663	couteau	26.94
2664	nationaux	26.94
2665	sauver	26.94
2666	énormes	26.94
2667	aménagement	26.9
2668	ensembles	26.9
2669	frappe	26.9
2670	accident	26.87
2671	auguste	26.87
2672	bain	26.87
2673	formules	26.87
2674	linge	26.87
2675	pût	26.87
2676	venant	26.87
2677	bordeaux	26.84
2678	connus	26.84
2679	entra	26.84
2680	nouvel	26.84
2681	novembre	26.84
2682	tourné	26.84
2683	parfaite	26.81
2684	volant	26.81
2685	clients	26.77
2686	crie	26.77
2687	faibles	26.77
2688	niveaux	26.77
2689	pente	26.77
2690	bébé	26.74
2691	considère	26.74
2692	gestion	26.74
2693	taches	26.74
2694	fraîche	26.71
2695	paille	26.71
2696	sucre	26.71
2697	bâtiments	26.65
2698	cria	26.65
2699	forment	26.65
2700	prêts	26.65
2701	remonter	26.65
2702	rené	26.65
2703	graves	26.61
2704	bloc	26.58
2705	convention	26.58
2706	dangereux	26.58
2707	perd	26.58
2708	silencieux	26.58
2709	propose	26.55
2710	solutions	26.55
2711	décembre	26.52
2712	fig	26.52
2713	flamme	26.52
2714	institut	26.52
2715	portent	26.52
2716	illusion	26.48
2717	écho	26.48
2718	pomme	26.45
2719	sensibilité	26.45
2720	étrangères	26.45
2721	bases	26.42
2722	soldat	26.42
2723	imposer	26.39
2724	meilleurs	26.39
2725	méditerranée	26.39
2726	thé	26.39
2727	blonde	26.35
2728	chère	26.35
2729	envoyé	26.35
